"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","35","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:52 GMT 2024","941","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","55","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","33","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Sun Nov 24 20:48:47 GMT 2024","Sun Nov 24 20:48:49 GMT 2024","1855","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Sun Nov 24 20:48:49 GMT 2024","Sun Nov 24 20:48:49 GMT 2024","147","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","37","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Sun Nov 24 20:48:49 GMT 2024","Sun Nov 24 20:48:50 GMT 2024","267","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Sun Nov 24 20:48:49 GMT 2024","Sun Nov 24 20:48:49 GMT 2024","228","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","39","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Sun Nov 24 20:48:50 GMT 2024","Sun Nov 24 20:48:50 GMT 2024","281","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Sun Nov 24 20:48:50 GMT 2024","Sun Nov 24 20:48:50 GMT 2024","340","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","57","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Sun Nov 24 20:48:49 GMT 2024","Sun Nov 24 20:48:49 GMT 2024","45","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Sun Nov 24 20:48:51 GMT 2024","Sun Nov 24 20:48:51 GMT 2024","42","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
