"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"DELETE call to erase a booking in the database","1874","Delete booking","","Mon May 11 10:26:20 UTC 2026","passed","Mon May 11 10:26:22 UTC 2026","","Delete booking","features.DeleteBooking","deleteBooking"
"PUT call to update a booking in the database","304","Put update booking","","Mon May 11 10:26:24 UTC 2026","passed","Mon May 11 10:26:24 UTC 2026","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"PATCH call to partially update a booking in the database","290","Patch partial update booking","","Mon May 11 10:26:23 UTC 2026","passed","Mon May 11 10:26:23 UTC 2026","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"GET call to retrieve all bookings id list","160","Get all booking id list","","Mon May 11 10:26:23 UTC 2026","passed","Mon May 11 10:26:23 UTC 2026","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"GET call to retrieve a booking by id","157","Get booking by id","","Mon May 11 10:26:23 UTC 2026","passed","Mon May 11 10:26:23 UTC 2026","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"POST call to create a new booking in the database","407","Post create booking","","Mon May 11 10:26:23 UTC 2026","passed","Mon May 11 10:26:24 UTC 2026","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"Status code validation for 404","61","Status code validation - 404","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"Status code validation for 200","105","Status code validation - 200","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"Status code validation for 201","59","Status code validation - 201","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"Status code validation for 400","76","Status code validation - 400","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"GET health check to confirm whether the API is up and running","68","Health check","","Mon May 11 10:26:23 UTC 2026","passed","Mon May 11 10:26:23 UTC 2026","","Health check","features.GetHealthCheck","getHealthCheck"
"Status code validation for 403","54","Status code validation - 403","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 500","99","Status code validation - 500","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"Status code validation for 405","58","Status code validation - 405","","Mon May 11 10:26:24 UTC 2026","passed","Mon May 11 10:26:25 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"Different calls validations to change the status of a booking form created to deleted","985","Workflow","","Mon May 11 10:26:25 UTC 2026","passed","Mon May 11 10:26:26 UTC 2026","","Workflow validation","features.WorkFlowTest","workflow"
