"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Status code validation for 200","191","Status code validation - 200","","Thu Mar 19 09:28:28 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"GET health check to confirm whether the API is up and running","5252","Health check","","Thu Mar 19 09:28:04 UTC 2026","passed","Thu Mar 19 09:28:09 UTC 2026","","Health check","features.GetHealthCheck","getHealthCheck"
"Status code validation for 404","131","Status code validation - 404","","Thu Mar 19 09:28:28 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"Different calls validations to change the status of a booking form created to deleted","15851","Workflow","","Thu Mar 19 09:28:29 UTC 2026","passed","Thu Mar 19 09:28:44 UTC 2026","","Workflow validation","features.WorkFlowTest","workflow"
"PUT call to update a booking in the database","417","Put update booking","","Thu Mar 19 09:28:24 UTC 2026","passed","Thu Mar 19 09:28:24 UTC 2026","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 405","141","Status code validation - 405","","Thu Mar 19 09:28:27 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"PATCH call to partially update a booking in the database","444","Patch partial update booking","","Thu Mar 19 09:28:19 UTC 2026","passed","Thu Mar 19 09:28:20 UTC 2026","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"Status code validation for 403","107","Status code validation - 403","","Thu Mar 19 09:28:28 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 500","141","Status code validation - 500","","Thu Mar 19 09:28:28 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"GET call to retrieve a booking by id","2267","Get booking by id","","Thu Mar 19 09:28:01 UTC 2026","passed","Thu Mar 19 09:28:03 UTC 2026","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"Status code validation for 400","136","Status code validation - 400","","Thu Mar 19 09:28:28 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"GET call to retrieve all bookings id list","245","Get all booking id list","","Thu Mar 19 09:28:03 UTC 2026","passed","Thu Mar 19 09:28:03 UTC 2026","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 201","110","Status code validation - 201","","Thu Mar 19 09:28:28 UTC 2026","passed","Thu Mar 19 09:28:28 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"POST call to create a new booking in the database","518","Post create booking","","Thu Mar 19 09:28:20 UTC 2026","passed","Thu Mar 19 09:28:20 UTC 2026","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"DELETE call to erase a booking in the database","6031","Delete booking","","Thu Mar 19 09:27:55 UTC 2026","passed","Thu Mar 19 09:28:01 UTC 2026","","Delete booking","features.DeleteBooking","deleteBooking"
