"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 29 09:17:07 GMT 2025","Mon Sep 29 09:17:09 GMT 2025","2469","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Mon Sep 29 09:17:06 GMT 2025","Mon Sep 29 09:17:07 GMT 2025","246","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Sep 29 09:16:58 GMT 2025","Mon Sep 29 09:17:00 GMT 2025","2139","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Sep 29 09:17:04 GMT 2025","Mon Sep 29 09:17:04 GMT 2025","623","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Sep 29 09:17:07 GMT 2025","Mon Sep 29 09:17:07 GMT 2025","221","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Sep 29 09:17:06 GMT 2025","Mon Sep 29 09:17:06 GMT 2025","324","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Sep 29 09:17:01 GMT 2025","Mon Sep 29 09:17:01 GMT 2025","477","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Sep 29 09:17:05 GMT 2025","Mon Sep 29 09:17:06 GMT 2025","251","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon Sep 29 09:17:05 GMT 2025","Mon Sep 29 09:17:05 GMT 2025","232","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Sep 29 09:17:00 GMT 2025","Mon Sep 29 09:17:01 GMT 2025","335","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Sep 29 09:17:03 GMT 2025","Mon Sep 29 09:17:03 GMT 2025","656","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon Sep 29 09:17:02 GMT 2025","Mon Sep 29 09:17:03 GMT 2025","617","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon Sep 29 09:17:06 GMT 2025","Mon Sep 29 09:17:06 GMT 2025","221","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Sep 29 09:17:06 GMT 2025","Mon Sep 29 09:17:06 GMT 2025","231","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Sep 29 09:17:01 GMT 2025","Mon Sep 29 09:17:01 GMT 2025","247","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
