"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"POST call to create a new booking in the database","421","Post create booking","","Mon Mar 23 09:35:34 UTC 2026","passed","Mon Mar 23 09:35:34 UTC 2026","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"PATCH call to partially update a booking in the database","279","Patch partial update booking","","Mon Mar 23 09:35:33 UTC 2026","passed","Mon Mar 23 09:35:34 UTC 2026","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"GET call to retrieve a booking by id","153","Get booking by id","","Mon Mar 23 09:35:33 UTC 2026","passed","Mon Mar 23 09:35:33 UTC 2026","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"Status code validation for 200","87","Status code validation - 200","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"Different calls validations to change the status of a booking form created to deleted","915","Workflow","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:36 UTC 2026","","Workflow validation","features.WorkFlowTest","workflow"
"DELETE call to erase a booking in the database","1863","Delete booking","","Mon Mar 23 09:35:31 UTC 2026","passed","Mon Mar 23 09:35:33 UTC 2026","","Delete booking","features.DeleteBooking","deleteBooking"
"GET health check to confirm whether the API is up and running","62","Health check","","Mon Mar 23 09:35:33 UTC 2026","passed","Mon Mar 23 09:35:33 UTC 2026","","Health check","features.GetHealthCheck","getHealthCheck"
"Status code validation for 404","61","Status code validation - 404","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"GET call to retrieve all bookings id list","172","Get all booking id list","","Mon Mar 23 09:35:33 UTC 2026","passed","Mon Mar 23 09:35:33 UTC 2026","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 405","61","Status code validation - 405","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"Status code validation for 400","72","Status code validation - 400","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"Status code validation for 201","55","Status code validation - 201","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"PUT call to update a booking in the database","295","Put update booking","","Mon Mar 23 09:35:34 UTC 2026","passed","Mon Mar 23 09:35:34 UTC 2026","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 500","68","Status code validation - 500","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"Status code validation for 403","54","Status code validation - 403","","Mon Mar 23 09:35:35 UTC 2026","passed","Mon Mar 23 09:35:35 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
