"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 15 15:57:59 GMT 2025","Sat Feb 15 15:57:59 GMT 2025","376","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Sat Feb 15 15:57:54 GMT 2025","Sat Feb 15 15:57:55 GMT 2025","914","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Sat Feb 15 15:57:57 GMT 2025","Sat Feb 15 15:57:58 GMT 2025","900","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Sat Feb 15 15:57:52 GMT 2025","Sat Feb 15 15:57:52 GMT 2025","474","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Sat Feb 15 15:57:49 GMT 2025","Sat Feb 15 15:57:51 GMT 2025","2525","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Sat Feb 15 15:58:00 GMT 2025","Sat Feb 15 15:58:00 GMT 2025","374","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Sat Feb 15 15:58:00 GMT 2025","Sat Feb 15 15:58:01 GMT 2025","510","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Sat Feb 15 15:57:55 GMT 2025","Sat Feb 15 15:57:56 GMT 2025","957","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Sat Feb 15 15:58:02 GMT 2025","Sat Feb 15 15:58:06 GMT 2025","3710","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Sat Feb 15 15:57:53 GMT 2025","Sat Feb 15 15:57:54 GMT 2025","381","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Sat Feb 15 15:58:01 GMT 2025","Sat Feb 15 15:58:01 GMT 2025","377","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Sat Feb 15 15:57:52 GMT 2025","Sat Feb 15 15:57:53 GMT 2025","718","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Sat Feb 15 15:57:59 GMT 2025","Sat Feb 15 15:58:00 GMT 2025","376","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Sat Feb 15 15:58:01 GMT 2025","Sat Feb 15 15:58:02 GMT 2025","373","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Sat Feb 15 15:58:01 GMT 2025","Sat Feb 15 15:58:01 GMT 2025","373","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
