"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 05 09:16:28 GMT 2025","Mon May 05 09:16:28 GMT 2025","238","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon May 05 09:16:29 GMT 2025","Mon May 05 09:16:30 GMT 2025","863","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Mon May 05 09:16:27 GMT 2025","Mon May 05 09:16:27 GMT 2025","175","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon May 05 09:16:27 GMT 2025","Mon May 05 09:16:27 GMT 2025","55","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Mon May 05 09:16:29 GMT 2025","Mon May 05 09:16:29 GMT 2025","38","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon May 05 09:16:28 GMT 2025","Mon May 05 09:16:29 GMT 2025","33","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon May 05 09:16:28 GMT 2025","Mon May 05 09:16:28 GMT 2025","300","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon May 05 09:16:29 GMT 2025","Mon May 05 09:16:29 GMT 2025","35","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon May 05 09:16:27 GMT 2025","Mon May 05 09:16:27 GMT 2025","129","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon May 05 09:16:29 GMT 2025","Mon May 05 09:16:29 GMT 2025","42","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon May 05 09:16:25 GMT 2025","Mon May 05 09:16:27 GMT 2025","1934","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon May 05 09:16:28 GMT 2025","Mon May 05 09:16:28 GMT 2025","36","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon May 05 09:16:27 GMT 2025","Mon May 05 09:16:28 GMT 2025","237","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon May 05 09:16:28 GMT 2025","Mon May 05 09:16:28 GMT 2025","38","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon May 05 09:16:29 GMT 2025","Mon May 05 09:16:29 GMT 2025","55","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
