"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PUT call to update a booking in the database","787","Put update booking","","Mon May 25 10:45:09 UTC 2026","passed","Mon May 25 10:45:10 UTC 2026","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 201","318","Status code validation - 201","","Mon May 25 10:45:12 UTC 2026","passed","Mon May 25 10:45:13 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"Status code validation for 200","401","Status code validation - 200","","Mon May 25 10:45:12 UTC 2026","passed","Mon May 25 10:45:12 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"Status code validation for 403","316","Status code validation - 403","","Mon May 25 10:45:13 UTC 2026","passed","Mon May 25 10:45:13 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 500","291","Status code validation - 500","","Mon May 25 10:45:11 UTC 2026","passed","Mon May 25 10:45:11 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"Status code validation for 400","290","Status code validation - 400","","Mon May 25 10:45:11 UTC 2026","passed","Mon May 25 10:45:12 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"PATCH call to partially update a booking in the database","760","Patch partial update booking","","Mon May 25 10:45:07 UTC 2026","passed","Mon May 25 10:45:08 UTC 2026","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"Different calls validations to change the status of a booking form created to deleted","3148","Workflow","","Mon May 25 10:45:13 UTC 2026","passed","Mon May 25 10:45:17 UTC 2026","","Workflow validation","features.WorkFlowTest","workflow"
"POST call to create a new booking in the database","864","Post create booking","","Mon May 25 10:45:08 UTC 2026","passed","Mon May 25 10:45:09 UTC 2026","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"GET call to retrieve all bookings id list","432","Get all booking id list","","Mon May 25 10:45:06 UTC 2026","passed","Mon May 25 10:45:06 UTC 2026","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 404","284","Status code validation - 404","","Mon May 25 10:45:12 UTC 2026","passed","Mon May 25 10:45:12 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"GET health check to confirm whether the API is up and running","314","Health check","","Mon May 25 10:45:06 UTC 2026","passed","Mon May 25 10:45:06 UTC 2026","","Health check","features.GetHealthCheck","getHealthCheck"
"GET call to retrieve a booking by id","401","Get booking by id","","Mon May 25 10:45:05 UTC 2026","passed","Mon May 25 10:45:06 UTC 2026","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"DELETE call to erase a booking in the database","2342","Delete booking","","Mon May 25 10:45:02 UTC 2026","passed","Mon May 25 10:45:05 UTC 2026","","Delete booking","features.DeleteBooking","deleteBooking"
"Status code validation for 405","300","Status code validation - 405","","Mon May 25 10:45:11 UTC 2026","passed","Mon May 25 10:45:11 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
