"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","36","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Dec 23 09:16:09 GMT 2024","Mon Dec 23 09:16:09 GMT 2024","733","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Mon Dec 23 09:16:07 GMT 2024","Mon Dec 23 09:16:07 GMT 2024","214","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","40","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon Dec 23 09:16:04 GMT 2024","Mon Dec 23 09:16:06 GMT 2024","2008","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Dec 23 09:16:07 GMT 2024","Mon Dec 23 09:16:07 GMT 2024","57","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","273","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","33","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","34","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","47","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","37","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Dec 23 09:16:08 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","52","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Dec 23 09:16:07 GMT 2024","Mon Dec 23 09:16:07 GMT 2024","183","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Dec 23 09:16:07 GMT 2024","Mon Dec 23 09:16:07 GMT 2024","128","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Dec 23 09:16:07 GMT 2024","Mon Dec 23 09:16:08 GMT 2024","315","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
