"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Status code validation for 403","315","Status code validation - 403","","Mon Apr 06 09:42:15 UTC 2026","passed","Mon Apr 06 09:42:16 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 201","287","Status code validation - 201","","Mon Apr 06 09:42:15 UTC 2026","passed","Mon Apr 06 09:42:15 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"Status code validation for 405","287","Status code validation - 405","","Mon Apr 06 09:42:13 UTC 2026","passed","Mon Apr 06 09:42:14 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"DELETE call to erase a booking in the database","2414","Delete booking","","Mon Apr 06 09:42:04 UTC 2026","passed","Mon Apr 06 09:42:07 UTC 2026","","Delete booking","features.DeleteBooking","deleteBooking"
"GET call to retrieve a booking by id","401","Get booking by id","","Mon Apr 06 09:42:07 UTC 2026","passed","Mon Apr 06 09:42:08 UTC 2026","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"Status code validation for 400","330","Status code validation - 400","","Mon Apr 06 09:42:14 UTC 2026","passed","Mon Apr 06 09:42:14 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"POST call to create a new booking in the database","883","Post create booking","","Mon Apr 06 09:42:10 UTC 2026","passed","Mon Apr 06 09:42:11 UTC 2026","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"Status code validation for 500","294","Status code validation - 500","","Mon Apr 06 09:42:14 UTC 2026","passed","Mon Apr 06 09:42:14 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"PATCH call to partially update a booking in the database","801","Patch partial update booking","","Mon Apr 06 09:42:09 UTC 2026","passed","Mon Apr 06 09:42:10 UTC 2026","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"Different calls validations to change the status of a booking form created to deleted","3186","Workflow","","Mon Apr 06 09:42:16 UTC 2026","passed","Mon Apr 06 09:42:19 UTC 2026","","Workflow validation","features.WorkFlowTest","workflow"
"GET health check to confirm whether the API is up and running","332","Health check","","Mon Apr 06 09:42:08 UTC 2026","passed","Mon Apr 06 09:42:09 UTC 2026","","Health check","features.GetHealthCheck","getHealthCheck"
"GET call to retrieve all bookings id list","622","Get all booking id list","","Mon Apr 06 09:42:08 UTC 2026","passed","Mon Apr 06 09:42:08 UTC 2026","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 200","524","Status code validation - 200","","Mon Apr 06 09:42:14 UTC 2026","passed","Mon Apr 06 09:42:15 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"Status code validation for 404","320","Status code validation - 404","","Mon Apr 06 09:42:15 UTC 2026","passed","Mon Apr 06 09:42:15 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"PUT call to update a booking in the database","789","Put update booking","","Mon Apr 06 09:42:12 UTC 2026","passed","Mon Apr 06 09:42:12 UTC 2026","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
