"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Different calls validations to change the status of a booking form created to deleted","3747","Workflow","","2026-06-25","passed","2026-06-25","","Workflow validation","features.WorkFlowTest","workflow"
"Status code validation for 403","368","Status code validation - 403","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 201","368","Status code validation - 201","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"Status code validation for 500","366","Status code validation - 500","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"Status code validation for 405","382","Status code validation - 405","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"Status code validation for 200","506","Status code validation - 200","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"GET health check to confirm whether the API is up and running","397","Health check","","2026-06-25","passed","2026-06-25","","Health check","features.GetHealthCheck","getHealthCheck"
"PATCH call to partially update a booking in the database","875","Patch partial update booking","","2026-06-25","passed","2026-06-25","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"POST call to create a new booking in the database","980","Post create booking","","2026-06-25","passed","2026-06-25","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"GET call to retrieve a booking by id","483","Get booking by id","","2026-06-25","passed","2026-06-25","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"DELETE call to erase a booking in the database","2561","Delete booking","","2026-06-25","passed","2026-06-25","","Delete booking","features.DeleteBooking","deleteBooking"
"PUT call to update a booking in the database","915","Put update booking","","2026-06-25","passed","2026-06-25","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 400","386","Status code validation - 400","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"GET call to retrieve all bookings id list","600","Get all booking id list","","2026-06-25","passed","2026-06-25","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 404","357","Status code validation - 404","","2026-06-25","passed","2026-06-25","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
