"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Different calls validations to change the status of a booking form created to deleted","1137","Workflow","","2026-07-20","passed","2026-07-20","","Workflow validation","features.WorkFlowTest","workflow"
"DELETE call to erase a booking in the database","1881","Delete booking","","2026-07-20","passed","2026-07-20","","Delete booking","features.DeleteBooking","deleteBooking"
"GET health check to confirm whether the API is up and running","67","Health check","","2026-07-20","passed","2026-07-20","","Health check","features.GetHealthCheck","getHealthCheck"
"PUT call to update a booking in the database","327","Put update booking","","2026-07-20","passed","2026-07-20","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 201","64","Status code validation - 201","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"Status code validation for 404","60","Status code validation - 404","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"POST call to create a new booking in the database","425","Post create booking","","2026-07-20","passed","2026-07-20","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"Status code validation for 400","66","Status code validation - 400","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"PATCH call to partially update a booking in the database","335","Patch partial update booking","","2026-07-20","passed","2026-07-20","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"Status code validation for 500","71","Status code validation - 500","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"GET call to retrieve a booking by id","229","Get booking by id","","2026-07-20","passed","2026-07-20","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"GET call to retrieve all bookings id list","170","Get all booking id list","","2026-07-20","passed","2026-07-20","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 405","64","Status code validation - 405","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"Status code validation for 403","56","Status code validation - 403","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 200","81","Status code validation - 200","","2026-07-20","passed","2026-07-20","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
