"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Status code validation for 400","135","Status code validation - 400","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"Status code validation for 500","152","Status code validation - 500","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"PUT call to update a booking in the database","453","Put update booking","","2026-06-18","passed","2026-06-18","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"GET call to retrieve a booking by id","244","Get booking by id","","2026-06-18","passed","2026-06-18","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"Status code validation for 405","142","Status code validation - 405","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"GET call to retrieve all bookings id list","254","Get all booking id list","","2026-06-18","passed","2026-06-18","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 201","132","Status code validation - 201","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"POST call to create a new booking in the database","532","Post create booking","","2026-06-18","passed","2026-06-18","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"DELETE call to erase a booking in the database","1893","Delete booking","","2026-06-18","passed","2026-06-18","","Delete booking","features.DeleteBooking","deleteBooking"
"Status code validation for 403","124","Status code validation - 403","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"Status code validation for 404","124","Status code validation - 404","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"Different calls validations to change the status of a booking form created to deleted","1710","Workflow","","2026-06-18","passed","2026-06-18","","Workflow validation","features.WorkFlowTest","workflow"
"GET health check to confirm whether the API is up and running","162","Health check","","2026-06-18","passed","2026-06-18","","Health check","features.GetHealthCheck","getHealthCheck"
"PATCH call to partially update a booking in the database","451","Patch partial update booking","","2026-06-18","passed","2026-06-18","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"Status code validation for 200","169","Status code validation - 200","","2026-06-18","passed","2026-06-18","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
