"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 28 09:16:31 GMT 2025","Thu Aug 28 09:16:32 GMT 2025","471","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Thu Aug 28 09:16:40 GMT 2025","Thu Aug 28 09:16:40 GMT 2025","378","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Thu Aug 28 09:16:39 GMT 2025","Thu Aug 28 09:16:39 GMT 2025","366","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Thu Aug 28 09:16:38 GMT 2025","Thu Aug 28 09:16:39 GMT 2025","365","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Thu Aug 28 09:16:33 GMT 2025","Thu Aug 28 09:16:34 GMT 2025","872","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Thu Aug 28 09:16:39 GMT 2025","Thu Aug 28 09:16:40 GMT 2025","547","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Thu Aug 28 09:16:32 GMT 2025","Thu Aug 28 09:16:33 GMT 2025","386","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Thu Aug 28 09:16:32 GMT 2025","Thu Aug 28 09:16:32 GMT 2025","537","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Thu Aug 28 09:16:34 GMT 2025","Thu Aug 28 09:16:35 GMT 2025","968","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Thu Aug 28 09:16:38 GMT 2025","Thu Aug 28 09:16:38 GMT 2025","383","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Thu Aug 28 09:16:28 GMT 2025","Thu Aug 28 09:16:31 GMT 2025","2483","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Thu Aug 28 09:16:40 GMT 2025","Thu Aug 28 09:16:40 GMT 2025","385","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Thu Aug 28 09:16:40 GMT 2025","Thu Aug 28 09:16:41 GMT 2025","361","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Thu Aug 28 09:16:41 GMT 2025","Thu Aug 28 09:16:45 GMT 2025","3599","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Thu Aug 28 09:16:36 GMT 2025","Thu Aug 28 09:16:37 GMT 2025","890","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
