"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 09:16:06 GMT 2024","Thu Sep 26 09:16:06 GMT 2024","167","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","62","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Thu Sep 26 09:16:06 GMT 2024","Thu Sep 26 09:16:07 GMT 2024","224","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","66","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Thu Sep 26 09:16:07 GMT 2024","Thu Sep 26 09:16:07 GMT 2024","266","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","60","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","62","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","39","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Thu Sep 26 09:16:04 GMT 2024","Thu Sep 26 09:16:06 GMT 2024","1995","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Thu Sep 26 09:16:06 GMT 2024","Thu Sep 26 09:16:06 GMT 2024","207","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","85","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Thu Sep 26 09:16:06 GMT 2024","Thu Sep 26 09:16:06 GMT 2024","45","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Thu Sep 26 09:16:07 GMT 2024","Thu Sep 26 09:16:07 GMT 2024","294","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:08 GMT 2024","44","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Thu Sep 26 09:16:08 GMT 2024","Thu Sep 26 09:16:09 GMT 2024","964","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
