"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 14 09:16:49 GMT 2025","Mon Apr 14 09:16:49 GMT 2025","220","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Apr 14 09:16:45 GMT 2025","Mon Apr 14 09:16:45 GMT 2025","339","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Apr 14 09:16:46 GMT 2025","Mon Apr 14 09:16:46 GMT 2025","590","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon Apr 14 09:16:49 GMT 2025","Mon Apr 14 09:16:50 GMT 2025","283","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Apr 14 09:16:50 GMT 2025","Mon Apr 14 09:16:50 GMT 2025","222","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Apr 14 09:16:50 GMT 2025","Mon Apr 14 09:16:50 GMT 2025","201","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Apr 14 09:16:45 GMT 2025","Mon Apr 14 09:16:45 GMT 2025","230","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Mon Apr 14 09:16:49 GMT 2025","Mon Apr 14 09:16:49 GMT 2025","225","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Apr 14 09:16:49 GMT 2025","Mon Apr 14 09:16:49 GMT 2025","211","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon Apr 14 09:16:46 GMT 2025","Mon Apr 14 09:16:47 GMT 2025","656","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon Apr 14 09:16:50 GMT 2025","Mon Apr 14 09:16:50 GMT 2025","199","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Apr 14 09:16:47 GMT 2025","Mon Apr 14 09:16:48 GMT 2025","613","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Apr 14 09:16:44 GMT 2025","Mon Apr 14 09:16:45 GMT 2025","304","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Apr 14 09:16:42 GMT 2025","Mon Apr 14 09:16:44 GMT 2025","2219","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Apr 14 09:16:50 GMT 2025","Mon Apr 14 09:16:53 GMT 2025","2274","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
