"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 06 09:17:53 GMT 2025","Mon Oct 06 09:17:54 GMT 2025","870","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon Oct 06 09:17:58 GMT 2025","Mon Oct 06 09:17:59 GMT 2025","381","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon Oct 06 09:17:54 GMT 2025","Mon Oct 06 09:17:55 GMT 2025","958","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon Oct 06 09:18:01 GMT 2025","Mon Oct 06 09:18:05 GMT 2025","3725","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Mon Oct 06 09:17:56 GMT 2025","Mon Oct 06 09:17:57 GMT 2025","877","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Oct 06 09:17:51 GMT 2025","Mon Oct 06 09:17:51 GMT 2025","432","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Oct 06 09:18:00 GMT 2025","Mon Oct 06 09:18:00 GMT 2025","366","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Oct 06 09:17:47 GMT 2025","Mon Oct 06 09:17:50 GMT 2025","2839","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Oct 06 09:17:58 GMT 2025","Mon Oct 06 09:17:58 GMT 2025","378","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Oct 06 09:17:59 GMT 2025","Mon Oct 06 09:18:00 GMT 2025","369","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Oct 06 09:18:00 GMT 2025","Mon Oct 06 09:18:01 GMT 2025","367","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Oct 06 09:17:51 GMT 2025","Mon Oct 06 09:17:52 GMT 2025","704","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Oct 06 09:17:59 GMT 2025","Mon Oct 06 09:17:59 GMT 2025","513","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Oct 06 09:17:59 GMT 2025","Mon Oct 06 09:17:59 GMT 2025","345","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Oct 06 09:17:52 GMT 2025","Mon Oct 06 09:17:53 GMT 2025","381","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
