"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Status code validation for 400","48","Status code validation - 400","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"Status code validation for 405","44","Status code validation - 405","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"GET call to retrieve a booking by id","146","Get booking by id","","Thu May 07 10:02:34 UTC 2026","passed","Thu May 07 10:02:34 UTC 2026","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"Status code validation for 404","39","Status code validation - 404","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"Different calls validations to change the status of a booking form created to deleted","805","Workflow","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:37 UTC 2026","","Workflow validation","features.WorkFlowTest","workflow"
"PATCH call to partially update a booking in the database","250","Patch partial update booking","","Thu May 07 10:02:35 UTC 2026","passed","Thu May 07 10:02:35 UTC 2026","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"POST call to create a new booking in the database","350","Post create booking","","Thu May 07 10:02:35 UTC 2026","passed","Thu May 07 10:02:35 UTC 2026","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"Status code validation for 500","48","Status code validation - 500","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"GET health check to confirm whether the API is up and running","51","Health check","","Thu May 07 10:02:35 UTC 2026","passed","Thu May 07 10:02:35 UTC 2026","","Health check","features.GetHealthCheck","getHealthCheck"
"Status code validation for 200","54","Status code validation - 200","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
"DELETE call to erase a booking in the database","1872","Delete booking","","Thu May 07 10:02:32 UTC 2026","passed","Thu May 07 10:02:34 UTC 2026","","Delete booking","features.DeleteBooking","deleteBooking"
"Status code validation for 403","55","Status code validation - 403","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"PUT call to update a booking in the database","247","Put update booking","","Thu May 07 10:02:35 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 201","39","Status code validation - 201","","Thu May 07 10:02:36 UTC 2026","passed","Thu May 07 10:02:36 UTC 2026","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"GET call to retrieve all bookings id list","121","Get all booking id list","","Thu May 07 10:02:34 UTC 2026","passed","Thu May 07 10:02:35 UTC 2026","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
