"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 21 09:18:11 GMT 2025","Mon Jul 21 09:18:11 GMT 2025","393","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Jul 21 09:18:13 GMT 2025","Mon Jul 21 09:18:13 GMT 2025","391","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Jul 21 09:18:13 GMT 2025","Mon Jul 21 09:18:14 GMT 2025","386","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Jul 21 09:18:04 GMT 2025","Mon Jul 21 09:18:05 GMT 2025","686","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Jul 21 09:18:05 GMT 2025","Mon Jul 21 09:18:05 GMT 2025","395","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Mon Jul 21 09:18:06 GMT 2025","Mon Jul 21 09:18:07 GMT 2025","945","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon Jul 21 09:18:00 GMT 2025","Mon Jul 21 09:18:03 GMT 2025","2538","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Jul 21 09:18:13 GMT 2025","Mon Jul 21 09:18:13 GMT 2025","396","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Jul 21 09:18:07 GMT 2025","Mon Jul 21 09:18:08 GMT 2025","1028","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon Jul 21 09:18:12 GMT 2025","Mon Jul 21 09:18:13 GMT 2025","565","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Jul 21 09:18:04 GMT 2025","Mon Jul 21 09:18:04 GMT 2025","476","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Jul 21 09:18:12 GMT 2025","Mon Jul 21 09:18:12 GMT 2025","406","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Jul 21 09:18:09 GMT 2025","Mon Jul 21 09:18:10 GMT 2025","976","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Jul 21 09:18:11 GMT 2025","Mon Jul 21 09:18:12 GMT 2025","392","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon Jul 21 09:18:14 GMT 2025","Mon Jul 21 09:18:18 GMT 2025","3994","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
