"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 09:17:10 GMT 2025","Mon Nov 03 09:17:10 GMT 2025","598","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon Nov 03 09:17:08 GMT 2025","Mon Nov 03 09:17:09 GMT 2025","386","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Nov 03 09:17:13 GMT 2025","Mon Nov 03 09:17:13 GMT 2025","189","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Nov 03 09:17:13 GMT 2025","Mon Nov 03 09:17:15 GMT 2025","2054","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Mon Nov 03 09:17:08 GMT 2025","Mon Nov 03 09:17:08 GMT 2025","287","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Nov 03 09:17:12 GMT 2025","Mon Nov 03 09:17:12 GMT 2025","170","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Mon Nov 03 09:17:12 GMT 2025","Mon Nov 03 09:17:12 GMT 2025","170","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Nov 03 09:17:06 GMT 2025","Mon Nov 03 09:17:08 GMT 2025","2082","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Nov 03 09:17:11 GMT 2025","Mon Nov 03 09:17:11 GMT 2025","548","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Nov 03 09:17:09 GMT 2025","Mon Nov 03 09:17:09 GMT 2025","179","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Mon Nov 03 09:17:13 GMT 2025","Mon Nov 03 09:17:13 GMT 2025","161","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Nov 03 09:17:13 GMT 2025","Mon Nov 03 09:17:13 GMT 2025","187","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Nov 03 09:17:12 GMT 2025","Mon Nov 03 09:17:13 GMT 2025","242","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Nov 03 09:17:12 GMT 2025","Mon Nov 03 09:17:12 GMT 2025","201","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Nov 03 09:17:09 GMT 2025","Mon Nov 03 09:17:10 GMT 2025","476","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
