"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","102","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Sat Sep 21 20:27:08 GMT 2024","Sat Sep 21 20:27:08 GMT 2024","387","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","67","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","61","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","56","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Sat Sep 21 20:27:08 GMT 2024","Sat Sep 21 20:27:08 GMT 2024","306","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","55","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Sat Sep 21 20:27:07 GMT 2024","Sat Sep 21 20:27:07 GMT 2024","207","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","62","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Sat Sep 21 20:27:04 GMT 2024","Sat Sep 21 20:27:06 GMT 2024","1977","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:09 GMT 2024","71","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Sat Sep 21 20:27:07 GMT 2024","Sat Sep 21 20:27:08 GMT 2024","291","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Sat Sep 21 20:27:09 GMT 2024","Sat Sep 21 20:27:10 GMT 2024","917","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Sat Sep 21 20:27:07 GMT 2024","Sat Sep 21 20:27:07 GMT 2024","167","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Sat Sep 21 20:27:07 GMT 2024","Sat Sep 21 20:27:07 GMT 2024","61","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
