"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Status code validation for 400","68","Status code validation - 400","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode400Validation"
"Status code validation for 403","57","Status code validation - 403","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode403Validation"
"DELETE call to erase a booking in the database","1900","Delete booking","","2026-06-15","passed","2026-06-15","","Delete booking","features.DeleteBooking","deleteBooking"
"PATCH call to partially update a booking in the database","324","Patch partial update booking","","2026-06-15","passed","2026-06-15","","Patch partial update booking","features.PatchPartialUpdateBooking","patchPartialUpdateBooking"
"Status code validation for 201","59","Status code validation - 201","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode201Validation"
"POST call to create a new booking in the database","424","Post create booking","","2026-06-15","passed","2026-06-15","","Post create booking","features.PostCreateBookingTest","postCreateBooking"
"PUT call to update a booking in the database","354","Put update booking","","2026-06-15","passed","2026-06-15","","Put update booking","features.PutUpdateBooking","putUpdateBooking"
"Status code validation for 500","68","Status code validation - 500","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode500Validation"
"Different calls validations to change the status of a booking form created to deleted","1037","Workflow","","2026-06-15","passed","2026-06-15","","Workflow validation","features.WorkFlowTest","workflow"
"GET call to retrieve a booking by id","161","Get booking by id","","2026-06-15","passed","2026-06-15","","Get booking by id","features.GetBookingByIdTest","getBookingById"
"Status code validation for 405","62","Status code validation - 405","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode405Validation"
"GET health check to confirm whether the API is up and running","67","Health check","","2026-06-15","passed","2026-06-15","","Health check","features.GetHealthCheck","getHealthCheck"
"Status code validation for 404","61","Status code validation - 404","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode404Validation"
"GET call to retrieve all bookings id list","194","Get all booking id list","","2026-06-15","passed","2026-06-15","","Get booking id list","features.GetBookingIdListTest","getAllBookingIdList"
"Status code validation for 200","101","Status code validation - 200","","2026-06-15","passed","2026-06-15","","Status code validation","features.StatusCodeValidationTest","statusCode200Validation"
