"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 22 09:17:16 GMT 2025","Mon Sep 22 09:17:16 GMT 2025","343","","Status code validation","","features.StatusCodeValidationTest","statusCode403Validation","Status code validation - 403","Status code validation for 403"
"passed","Mon Sep 22 09:17:15 GMT 2025","Mon Sep 22 09:17:16 GMT 2025","355","","Status code validation","","features.StatusCodeValidationTest","statusCode404Validation","Status code validation - 404","Status code validation for 404"
"passed","Mon Sep 22 09:17:07 GMT 2025","Mon Sep 22 09:17:08 GMT 2025","440","","Get booking by id","","features.GetBookingByIdTest","getBookingById","Get booking by id","GET call to retrieve a booking by id"
"passed","Mon Sep 22 09:17:14 GMT 2025","Mon Sep 22 09:17:15 GMT 2025","335","","Status code validation","","features.StatusCodeValidationTest","statusCode400Validation","Status code validation - 400","Status code validation for 400"
"passed","Mon Sep 22 09:17:09 GMT 2025","Mon Sep 22 09:17:10 GMT 2025","813","","Patch partial update booking","","features.PatchPartialUpdateBooking","patchPartialUpdateBooking","Patch partial update booking","PATCH call to partially update a booking in the database"
"passed","Mon Sep 22 09:17:12 GMT 2025","Mon Sep 22 09:17:13 GMT 2025","847","","Put update booking","","features.PutUpdateBooking","putUpdateBooking","Put update booking","PUT call to update a booking in the database"
"passed","Mon Sep 22 09:17:04 GMT 2025","Mon Sep 22 09:17:06 GMT 2025","2385","","Delete booking","","features.DeleteBooking","deleteBooking","Delete booking","DELETE call to erase a booking in the database"
"passed","Mon Sep 22 09:17:14 GMT 2025","Mon Sep 22 09:17:14 GMT 2025","341","","Status code validation","","features.StatusCodeValidationTest","statusCode405Validation","Status code validation - 405","Status code validation for 405"
"passed","Mon Sep 22 09:17:16 GMT 2025","Mon Sep 22 09:17:16 GMT 2025","341","","Status code validation","","features.StatusCodeValidationTest","statusCode201Validation","Status code validation - 201","Status code validation for 201"
"passed","Mon Sep 22 09:17:08 GMT 2025","Mon Sep 22 09:17:08 GMT 2025","670","","Get booking id list","","features.GetBookingIdListTest","getAllBookingIdList","Get all booking id list","GET call to retrieve all bookings id list"
"passed","Mon Sep 22 09:17:15 GMT 2025","Mon Sep 22 09:17:15 GMT 2025","516","","Status code validation","","features.StatusCodeValidationTest","statusCode200Validation","Status code validation - 200","Status code validation for 200"
"passed","Mon Sep 22 09:17:08 GMT 2025","Mon Sep 22 09:17:09 GMT 2025","349","","Health check","","features.GetHealthCheck","getHealthCheck","Health check","GET health check to confirm whether the API is up and running"
"passed","Mon Sep 22 09:17:10 GMT 2025","Mon Sep 22 09:17:11 GMT 2025","907","","Post create booking","","features.PostCreateBookingTest","postCreateBooking","Post create booking","POST call to create a new booking in the database"
"passed","Mon Sep 22 09:17:17 GMT 2025","Mon Sep 22 09:17:20 GMT 2025","3486","","Workflow validation","","features.WorkFlowTest","workflow","Workflow","Different calls validations to change the status of a booking form created to deleted"
"passed","Mon Sep 22 09:17:14 GMT 2025","Mon Sep 22 09:17:14 GMT 2025","343","","Status code validation","","features.StatusCodeValidationTest","statusCode500Validation","Status code validation - 500","Status code validation for 500"
